Edges,RuntimeInSeconds,Graph
15551,13.5487,3
15551,13.5418,3
15551,13.1599,3
15551,13.1026,3
15551,13.6399,3
15902,19.8921,3
15902,20.5535,3
15902,18.4813,3
15902,19.2113,3
15902,18.5133,3
15902,18.6201,3
15902,18.9147,3
15902,18.4538,3
15902,19.1556,3
15902,18.436,3
16219,15.571,3
16219,15.411,3
16219,15.0172,3
16219,15.1914,3
16219,17.0513,3
16219,17.537,3
16219,15.9717,3
16219,15.3108,3
16219,15.7669,3
16219,15.3206,3
16595,9.5116,3
16595,9.6012,3
16595,9.5901,3
16595,9.6235,3
16595,9.6528,3
16595,9.576,3
16595,9.6492,3
16595,9.6329,3
16595,9.5605,3
16595,9.6582,3
16930,10.5241,3
16930,10.6411,3
16930,10.5752,3
16930,10.4928,3
16930,10.7236,3
16930,10.5136,3
16930,10.5841,3
16930,10.645,3
16930,10.5319,3
16930,10.612,3
17318,11.9314,3
17318,11.803,3
17318,11.6594,3
17318,11.7446,3
17318,11.5699,3
17318,11.6478,3
17318,11.6146,3
17318,11.6874,3
17318,11.6736,3
17318,11.7545,3
17734,18.1301,3
17734,17.6676,3
17734,18.0907,3
17734,17.5344,3
17734,17.8843,3
17734,18.1378,3
17734,18.0345,3
17734,18.3531,3
17734,17.7997,3
17734,17.7199,3
18033,31.3281,3
18033,31.1054,3
18033,30.7415,3
18033,29.7605,3
18033,31.6911,3
18033,31.9657,3
18033,31.9699,3
18033,31.1948,3
18033,33.9519,3
18033,30.8524,3
35095,11.8611,3
35095,11.6927,3
35095,11.7171,3
35095,11.854,3
35095,11.7834,3
35095,11.5215,3
35095,11.6072,3
35095,11.9776,3
35095,11.4776,3
35095,11.4311,3
35381,37.6314,3
35381,38.775,3
35381,37.2266,3
35381,38.3906,3
35381,38.616,3
35381,39.1085,3
35381,37.3504,3
35381,37.1828,3
35381,37.2911,3
35381,38.1589,3
35644,33.636,3
35644,33.923,3
35644,34.8253,3
35644,31.8659,3
35644,34.2058,3
35644,33.7145,3
35644,34.574,3
35644,34.3928,3
35644,33.2196,3
35644,33.6879,3
35957,45.3624,3
35957,45.1708,3
35957,44.5774,3
35957,44.7965,3
35957,45.9338,3
35957,45.2865,3
35957,45.0717,3
35957,44.7718,3
35957,44.8782,3
35957,45.4252,3
36294,12.4019,3
36294,12.6125,3
36294,12.4265,3
36294,12.1572,3
36294,12.1208,3
36294,12.4923,3
36294,12.3061,3
36294,12.1969,3
36294,12.2722,3
36294,12.0219,3
36607,51.27,3
36607,53.5839,3
36607,50.8888,3
36607,51.1052,3
36607,52.3419,3
36607,51.5268,3
36607,51.1624,3
36607,51.2826,3
36607,51.0372,3
36607,51.8184,3
36918,53.2545,3
36918,52.876,3
36918,52.773,3
36918,53.2389,3
36918,52.6183,3
36918,53.6102,3
36918,53.6422,3
36918,52.4272,3
36918,52.9237,3
36918,53.5454,3
37277,35.6849,3
37277,35.3024,3
37277,35.7228,3
37277,36.2648,3
37277,35.6187,3
37277,36.4921,3
37277,34.5878,3
37277,35.4879,3
37277,34.802,3
37277,34.8027,3
37627,9.9442,3
37627,6.859,3
37627,10.1964,3
37627,10.2494,3
37627,9.9197,3
37627,10.1955,3
37627,9.9556,3
37627,9.9674,3
37627,10.1572,3
37627,9.8247,3
37958,12.2172,3
37958,15.0252,3
37958,12.189,3
37958,12.4913,3
37958,12.5272,3
37958,12.5116,3
37958,9.4646,3
37958,9.2188,3
37958,15.3594,3
37958,15.3839,3
